content,score,at,token,lemmatized,topic,factor_label
tolong ini kenapa mau bayar pakai segala ada unduh fitur yang lamanya naudzubillah mau minta bantuan ke fitur chat juga sama saja pakai unduh fitur dahulu percuma banget jadinya tidak terpakai fitur chat nya butuh barang cepat mau pakai layanan instan bahkan dipersulit sama sistem yang bikin lama kesel banget lah,2,2024-08-03 3:38:50,"['tolong', 'bayar', 'pakai', 'unduh', 'fitur', 'naudzubillah', 'bantuan', 'fitur', 'chat', 'pakai', 'unduh', 'fitur', 'banget', 'terpakai', 'fitur', 'chat', 'nya', 'butuh', 'barang', 'cepat', 'pakai', 'layanan', 'instan', 'dipersulit', 'sistem', 'bikin', 'kesel', 'banget']",tolong bayar pakai unduh fitur naudzubillah bantu fitur chat pakai unduh fitur banget pakai fitur chat nya butuh barang cepat pakai layan instan sulit sistem bikin kesel banget,-1,Outlier
keren dan mantap sangat puas belanja di terasa mudah untuk semua transaksi sangat membantu pembayaran cicilan mudah banyak pilihan belanja dengan berbagai kategori pokoknya keren,5,2024-09-02 14:11:36,"['keren', 'mantap', 'puas', 'belanja', 'mudah', 'transaksi', 'membantu', 'pembayaran', 'cicilan', 'mudah', 'pilihan', 'belanja', 'kategori', 'pokoknya', 'keren']",keren mantap puas belanja mudah transaksi bantu bayar cicil mudah pilih belanja kategori pokok keren,17_belanja mudah_mudah belanja_belanja nyaman_belanja bayar,FAC_8
sering belanja disini tapi sama spinjam tidak pernah acc mengecewakan sekali sudah lebih dari 1x ditolak semua mengecewakan saya uninstall per hari ini dan beralih ke lain not rekomendasi,1,2024-09-07 15:02:04,"['belanja', 'spinjam', 'acc', 'mengecewakan', '1x', 'ditolak', 'mengecewakan', 'uninstall', 'beralih', 'not', 'rekomendasi']",belanja spinjam acc kecewa 1x tolak kecewa uninstall alih not rekomendasi,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
memang bagus dan worth it buat berbelanja apapun dan ada banyak bonus cuma yang saya sayangkan kenapa setiap mau aktifkan selalu ditolak padahal saya sudah berbelanja bertahun tahun dan ibarat langganan shope tapi tetap saja di tolak setiap pengajuan semoga membantu,4,2024-08-03 0:34:03,"['bagus', 'worth', 'it', 'berbelanja', 'apapun', 'bonus', 'sayangkan', 'aktifkan', 'ditolak', 'berbelanja', 'bertahun', 'langganan', 'shope', 'tolak', 'pengajuan', 'semoga', 'membantu']",bagus worth it belanja apa bonus sayang aktif tolak belanja tahun langgan shope tolak aju moga bantu,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
sangat puas menggunakaan ini tapi sayang saya selalu di tolak padahal saya belanja sudah banyak dan member gold juga semoga latter saya bisa aktif dan saya akan belanja terus disini,5,2024-07-20 14:17:09,"['puas', 'menggunakaan', 'sayang', 'tolak', 'belanja', 'member', 'gold', 'semoga', 'latter', 'aktif', 'belanja']",puas menggunakaan sayang tolak belanja member gold moga latter aktif belanja,-1,Outlier
kepada yang terhormat shope saya sudah beli di sini beberapa kali namun saat saya ingin mengaktifkan tidak bisa bahkan saya sudah penuhi syarat ketentuan untuk aktivitas namun tidak bisa mengatakan tunggu jarak 1 bulan lalu saya tunggu 1 bulan full sehingga aktivitas ulang make kto scan wajah dan lain lain sesuai ketentuan syarat namun juga tidak bisa setelah di diperbarui juga tidak bisa ini bagaimana,5,2024-08-03 7:58:58,"['terhormat', 'shope', 'beli', 'kali', 'mengaktifkan', 'penuhi', 'syarat', 'ketentuan', 'aktivitas', 'tunggu', 'jarak', '1', 'tunggu', '1', 'full', 'aktivitas', 'ulang', 'make', 'kto', 'scan', 'wajah', 'sesuai', 'ketentuan', 'syarat', 'diperbarui']",hormat shope beli kali aktif penuh syarat tentu aktivitas tunggu jarak 1 tunggu 1 full aktivitas ulang make kto scan wajah sesuai tentu syarat baru,-1,Outlier
percuma saja akun sampai member gold transaksi sudah sampai jutaan tapi limit cuma dikasih 3 ribu dan itu pun di bekukan dan spinjam pun tidak bisa aktivasi selama saya menggunakan shoppe tidak pernah menikmati dan spinjam maaf saya hapus instalan saja terima kasih,1,2024-09-12 13:53:37,"['akun', 'member', 'gold', 'transaksi', 'jutaan', 'limit', 'dikasih', '3', 'ribu', 'bekukan', 'spinjam', 'aktivasi', 'shoppe', 'menikmati', 'spinjam', 'maaf', 'hapus', 'instalan', 'terima', 'kasih']",akun member gold transaksi juta limit kasih 3 ribu bekuk spinjam aktivasi shoppe nikmat spinjam maaf hapus instalan terima kasih,2_telpon layan_spam sms_telepon_telpon,FAC_10
berjalan dengan lancar saya ingin mengeluhkan terkait saya yang dinonaktifkan padahal saya sudah bayar lunas dan sudah melakukan report tapi masih tidak ada balasan apa yang harus saya lakukan dan bagaimana tanggapan pihak shopee,5,2024-07-24 19:51:40,"['berjalan', 'lancar', 'mengeluhkan', 'terkait', 'dinonaktifkan', 'bayar', 'lunas', 'report', 'balasan', 'lakukan', 'tanggapan', 'shopee']",jalan lancar keluh kait nonaktif bayar lunas report balas laku tanggap shopee,-1,Outlier
pengalaman baru dan mengesankan dalam berbelanja di fasilitasi tanpa batas dengan shoppe dan bayar di tempat cek dahulu keren ditambah fitur spinjam sayangnya hanya di suku bunga yang masih tinggi jadi saya masih enggan menggunakan shoppee saya padahal limitnya menggiurkan di atas 1 5juta kalau suku bunga bersaing mungkin sering belanja pakai maklum karyawan kantor biasa,5,2024-08-11 4:10:02,"['pengalaman', 'mengesankan', 'berbelanja', 'fasilitasi', 'batas', 'shoppe', 'bayar', 'cek', 'keren', 'ditambah', 'fitur', 'spinjam', 'sayangnya', 'suku', 'bunga', 'enggan', 'shoppee', 'limitnya', 'menggiurkan', '1', '5juta', 'suku', 'bunga', 'bersaing', 'belanja', 'pakai', 'maklum', 'karyawan', 'kantor']",alam kesan belanja fasilitas batas shoppe bayar cek keren tambah fitur spinjam sayang suku bunga enggan shoppee limit giur 1 5juta suku bunga saing belanja pakai maklum karyawan kantor,-1,Outlier
mau co gagal terus yang sudah co kemarin juga tiba hilang sprt dibatalkan sistem tanpa pemberitahuan waktu mau co lagi gagal karena katanya terlambat bayar padahal aktifin saja tidak lawak,3,2024-07-29 14:54:56,"['co', 'gagal', 'co', 'kemarin', 'hilang', 'sprt', 'dibatalkan', 'sistem', 'pemberitahuan', 'co', 'gagal', 'terlambat', 'bayar', 'aktifin', 'lawak']",co gagal co kemarin hilang sprt batal sistem beri co gagal lambat bayar aktifin lawak,-1,Outlier
shopy segala bagi saya berkat shopy saya punya yang saya mau tampil lebih kece elegan sudah lebih 3 tahun saya langganan shopy barang bahan di jamin murah transparan ada s pinjam m kasih shopy,5,2024-10-05 13:37:10,"['shopy', 'berkat', 'shopy', 'tampil', 'kece', 'elegan', '3', 'langganan', 'shopy', 'barang', 'bahan', 'jamin', 'murah', 'transparan', 's', 'pinjam', 'm', 'kasih', 'shopy']",shopy berkat shopy tampil kece elegan 3 langgan shopy barang bahan jamin murah transparan s pinjam m kasih shopy,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
bagus appnya minim bug dan banyak dapat kupon juga tapi saya takut pakai lagi karena tahu kalau terlambat bayar ada dendanya takut riba itu,4,2024-09-13 6:45:20,"['bagus', 'appnya', 'minim', 'bug', 'kupon', 'takut', 'pakai', 'terlambat', 'bayar', 'dendanya', 'takut', 'riba']",bagus appnya minim bug kupon takut pakai lambat bayar denda takut riba,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
ahh level platinum ajukan susah amat sudah 3 tahun pengajuan diproses terus,1,2024-12-30 6:36:21,"['ahh', 'level', 'platinum', 'ajukan', 'susah', '3', 'pengajuan', 'diproses']",ahh level platinum ajuk susah 3 aju proses,-1,Outlier
awal belanja daring ragu tapi dikasih tahu teman kalau pakai tuh oke banget langsung deh mencoba wow senang dengan pelayanannya apalagi sangat membantu pas darurat pas terhapus bisa dengan mudah di dapat lagi tagihanku bisa terdeteksi terima kasih maju terus jika bijak belanja daring pasti akan menikmati kemudahannya kerja bagus shopee,5,2024-09-23 0:46:06,"['belanja', 'daring', 'ragu', 'dikasih', 'teman', 'pakai', 'tuh', 'oke', 'banget', 'langsung', 'deh', 'mencoba', 'wow', 'senang', 'pelayanannya', 'membantu', 'pas', 'darurat', 'pas', 'terhapus', 'mudah', 'tagihanku', 'terdeteksi', 'terima', 'kasih', 'maju', 'bijak', 'belanja', 'daring', 'menikmati', 'kemudahannya', 'kerja', 'bagus', 'shopee']",belanja daring ragu kasih teman pakai tuh oke banget langsung deh coba wow senang layan bantu pas darurat pas hapus mudah tagih deteksi terima kasih maju bijak belanja daring nikmat mudah kerja bagus shopee,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
payleter banyak berapapun belanja mau pasti bisa pakai paylater,5,2024-12-29 8:20:26,"['payleter', 'belanja', 'pakai', 'paylater']",payleter belanja pakai paylater,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
lambat saya sudah bertahun belum disetujui heran saya belanja selalu berlnja disofie,1,2025-01-01 10:18:38,"['lambat', 'bertahun', 'disetujui', 'heran', 'belanja', 'berlnja', 'disofie']",lambat tahun tuju heran belanja berlnja disofie,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
ini sistem bagaimana sih mau beli makan mau pilih pembayaran saja bahkan ditawarin bayar pakai ini saya mau makan bukan mau ngutang tolong dong di perbaikan sistemnya,1,2024-08-10 14:39:36,"['sistem', 'sih', 'beli', 'makan', 'pilih', 'pembayaran', 'ditawarin', 'bayar', 'pakai', 'makan', 'ngutang', 'tolong', 'perbaikan', 'sistemnya']",sistem sih beli makan pilih bayar ditawarin bayar pakai makan ngutang tolong baik sistem,-1,Outlier
kebijakan untuk pembayaran agak kurang karena tidak bisa merubah tanggal jatuh tempo dan pembayaran setengah sebelum jatuh tempo parah saya disuruh bayar double gara belanja di alfa pakai terus gagal tapi di saya sukses akan bukan salah saya ya di alfa saya bayar terus masuk tagihan juga sangat mengecewakan,1,2024-11-18 22:27:03,"['kebijakan', 'pembayaran', 'merubah', 'tanggal', 'jatuh', 'tempo', 'pembayaran', 'jatuh', 'tempo', 'parah', 'disuruh', 'bayar', 'double', 'gara', 'belanja', 'alfa', 'pakai', 'gagal', 'sukses', 'salah', 'ya', 'alfa', 'bayar', 'masuk', 'tagihan', 'mengecewakan']",bijak bayar rubah tanggal jatuh tempo bayar jatuh tempo parah suruh bayar double gara belanja alfa pakai gagal sukses salah ya alfa bayar masuk tagih kecewa,-1,Outlier
saya sudah bertahun tahun menggunakan ini belanja bulanan saya juga rutin terutama buku banyak kebutuhan lainnya tapi sejak saya gunakan mulai banyak tingkah dan saya kecewa dibuatnya saya pernah menghitung belanja saya jauh di bawah dari tagihan harga lalu saya komplain tapi tidak ada respons termasuk ke nomor whatsapp bisnis yang kerap mengirimkan tagihan bulanan eh itupun dicuekin jadi di sini saya sampaikan kemungkinan besar saya akan berhenti pakai shopee,1,2024-11-25 6:04:45,"['bertahun', 'belanja', 'bulanan', 'rutin', 'buku', 'kebutuhan', 'tingkah', 'kecewa', 'menghitung', 'belanja', 'tagihan', 'harga', 'komplain', 'respons', 'nomor', 'whatsapp', 'bisnis', 'kerap', 'mengirimkan', 'tagihan', 'bulanan', 'eh', 'itupun', 'dicuekin', 'berhenti', 'pakai', 'shopee']",tahun belanja bulan rutin buku butuh tingkah kecewa hitung belanja tagih harga komplain respons nomor whatsapp bisnis kerap kirim tagih bulan eh itu dicuekin henti pakai shopee,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
belanja barang daring lebih mudah bisa paylater,5,2025-01-01 8:08:25,"['belanja', 'barang', 'daring', 'mudah', 'paylater']",belanja barang daring mudah paylater,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
dear shoppe saya sudah pakai shoppe dari tahun 19 dan saya sempat pakai karena waktu itu saya terlambat 1 hari bayar saya di bekukan sudah 3tahun saya di bekukan tolong pihak shoppe di berikan kesempatan lagi untuk saya menggunakan karena tiap bulan saya sering belanja di shoppe,2,2025-01-01 9:16:04,"['dear', 'shoppe', 'pakai', 'shoppe', '19', 'pakai', 'terlambat', '1', 'bayar', 'bekukan', '3tahun', 'bekukan', 'tolong', 'shoppe', 'kesempatan', 'belanja', 'shoppe']",dear shoppe pakai shoppe 19 pakai lambat 1 bayar bekuk 3tahun bekuk tolong shoppe sempat belanja shoppe,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
masih tetap terbaik izin minimal kalau boleh saran untuk spypinjam buat pembayaran harusnya jangan di gabung jadinya terlalu besar pembayaran tiap bulan tapi kku di pisah jadi lebih enak ada jedah pembayaran tidak jadi bengkak pembayarannya mksih minimal sukses selalu shoppe limit di naikan lagi minimal ya,5,2024-09-16 20:42:41,"['terbaik', 'izin', 'minimal', 'saran', 'spypinjam', 'pembayaran', 'gabung', 'pembayaran', 'kku', 'pisah', 'enak', 'jedah', 'pembayaran', 'bengkak', 'pembayarannya', 'mksih', 'minimal', 'sukses', 'shoppe', 'limit', 'naikan', 'minimal', 'ya']",baik izin minimal saran spypinjam bayar gabung bayar kku pisah enak jedah bayar bengkak bayar mksih minimal sukses shoppe limit naik minimal ya,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
kenapa beli kupon pln tidak bisa pakay lagi dahulu saja bisa,3,2024-12-30 0:39:40,"['beli', 'kupon', 'pln', 'pakay']",beli kupon pln pakay,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
sangat memudahkan proses belanja cepat dan sesuai pesanan di tambah lagi bisa di kasih limit cicilan terima kasih shopee,5,2024-09-25 8:09:54,"['memudahkan', 'proses', 'belanja', 'cepat', 'sesuai', 'pesanan', 'kasih', 'limit', 'cicilan', 'terima', 'kasih', 'shopee']",mudah proses belanja cepat sesuai pesan kasih limit cicil terima kasih shopee,17_belanja mudah_mudah belanja_belanja nyaman_belanja bayar,FAC_8
sangat rekomendasi cuman sayang terlambat dikit di bekukan,5,2025-01-03 4:28:23,"['rekomendasi', 'cuman', 'sayang', 'terlambat', 'dikit', 'bekukan']",rekomendasi cuman sayang lambat dikit bekuk,23_mantap susah_pakai susah_later susah_susah pakai,FAC_3
mantap lebih mantap lagi kalau sudah bisa paylater,5,2024-12-27 17:24:33,"['mantap', 'mantap', 'paylater']",mantap mantap paylater,15_mantap baik_keren pokok_bagus tambah_bagus,FAC_3
saya pengguna dari 17 belanja jalan terus affiliate tiap hari ada komisi tapi tidak di setujui pinjam tidak di acc layak bintang 1,1,2024-12-16 10:29:59,"['pengguna', '17', 'belanja', 'jalan', 'affiliate', 'komisi', 'setujui', 'pinjam', 'acc', 'layak', 'bintang', '1']",guna 17 belanja jalan affiliate komisi tuju pinjam acc layak bintang 1,-1,Outlier
mudah metode pembayarannya banyak opsi pembayarannya banyak kupon promo nya kupon promo sangat membantu untuk bunga cicilan rendah sukses terus cuma sayangnya spinjam dan cicilan handphone tidak bisa,5,2024-07-25 13:09:23,"['mudah', 'metode', 'pembayarannya', 'opsi', 'pembayarannya', 'kupon', 'promo', 'nya', 'kupon', 'promo', 'membantu', 'bunga', 'cicilan', 'rendah', 'sukses', 'sayangnya', 'spinjam', 'cicilan', 'handphone']",mudah metode bayar opsi bayar kupon promo nya kupon promo bantu bunga cicil rendah sukses sayang spinjam cicil handphone,-1,Outlier
memang oke tapi saya sakit hati tidak di kasih dan pinjaman padahal saya belanja setiap hari giliran teman saya yang sudah blacklist di bahkan dapat kau pilih kasih,1,2025-01-04 1:11:30,"['oke', 'sakit', 'hati', 'kasih', 'pinjaman', 'belanja', 'giliran', 'teman', 'blacklist', 'kau', 'pilih', 'kasih']",oke sakit hati kasih pinjam belanja gilir teman blacklist kau pilih kasih,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
suka belanja di di mudahkn sgala ya rekomendasi satu lagi semoga dan spay pinjem saya di tingktkn limit ya padahal saya selalu bayar tepat waktu sebelum jatoh tempomks shopee,5,2024-11-27 1:06:39,"['suka', 'belanja', 'mudahkn', 'sgala', 'ya', 'rekomendasi', 'semoga', 'spay', 'pinjem', 'tingktkn', 'limit', 'ya', 'bayar', 'jatoh', 'tempomks', 'shopee']",suka belanja mudahkn sgala ya rekomendasi moga spay pinjem tingktkn limit ya bayar jatoh tempomks shopee,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
kenapa sekarang kalau mau pembayaran entah seabank selalu muncul kami sedang memuat fitur lama tidak bisa connect langsung pembayaran padahal sudah diperbarui bersihkan cache bahkan uninstall tetepp tidak bisa saya mau bayar lhoo tapi kenapa dipersulit begini tolonglah fitur tidak penting hapus saja,1,2024-09-21 1:09:46,"['pembayaran', 'seabank', 'muncul', 'memuat', 'fitur', 'connect', 'langsung', 'pembayaran', 'diperbarui', 'bersihkan', 'cache', 'uninstall', 'tetepp', 'bayar', 'lhoo', 'dipersulit', 'tolonglah', 'fitur', 'hapus']",bayar seabank muncul muat fitur connect langsung bayar baru bersih cache uninstall tetepp bayar lhoo sulit tolong fitur hapus,-1,Outlier
buruk penanganan kasus spay saya laporan sudah berkali kali dan berbulan bulan lamanya yang pasti jawabannya ada ketidak sesuaian aktifitas memang aktivitas apa yang saya lakukan untuk sementara belum bisa digunakan pakai metode lain aneh sistem tidak bisa dimengertishoopee selalu tidak bisa digunakan dan s pinjam hanya iklan yang terus menerus diiklankan tapi s pinjam tidak pernah bisa di ajukan,1,2024-09-08 5:22:31,"['buruk', 'penanganan', 'spay', 'laporan', 'berkali', 'kali', 'berbulan', 'jawabannya', 'ketidak', 'sesuaian', 'aktifitas', 'aktivitas', 'lakukan', 'pakai', 'metode', 'aneh', 'sistem', 'dimengertishoopee', 's', 'pinjam', 'iklan', 'menerus', 'diiklankan', 's', 'pinjam', 'ajukan']",buruk tangan spay lapor kali kali bulan jawab tidak sesuai aktifitas aktivitas laku pakai metode aneh sistem dimengertishoopee s pinjam iklan terus iklan s pinjam ajuk,20_bayar iklan_iklan limit_iklan hilang_lunas iklan,FAC_10
terbaik sudah banyak fitur yang dikembangkan untuk memanjakan pelanggan termasuk dan saya sebagai salah satu penggunanya dimana itu membantu sekali saat dalam keadaan urgent yang kerennya pengembalian bisa dicicil selama 3 bulan dan murah meriah memang tidak ada lawan sukses selalu,5,2024-09-02 14:15:46,"['terbaik', 'fitur', 'dikembangkan', 'memanjakan', 'pelanggan', 'salah', 'penggunanya', 'dimana', 'membantu', 'urgent', 'kerennya', 'pengembalian', 'dicicil', '3', 'murah', 'meriah', 'lawan', 'sukses']",baik fitur kembang manja langgan salah guna mana bantu urgent keren kembali cicil 3 murah riah lawan sukses,7_bunga mahal_bunga rendah_bunga biaya_pinjam bunga,FAC_7
dan spinjam terlalu banyak keuntungan kenapa yang terlanjur di ubah ke metode cicilan tidak bisa di ubah kembali ke metode awal,2,2024-10-17 4:08:59,"['spinjam', 'keuntungan', 'terlanjur', 'ubah', 'metode', 'cicilan', 'ubah', 'metode']",spinjam untung lanjur ubah metode cicil ubah metode,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
shoope sulit digunakan sudah banyak lihat tutorial di youtube masih tidak bisa digunakan menghubungi pelanggan pelayanan bahkan ada notifikasi ada sesi chat di lain perangkat bisa jelaskan kenapa seperti itu,1,2024-10-19 0:20:45,"['shoope', 'sulit', 'lihat', 'tutorial', 'youtube', 'menghubungi', 'pelanggan', 'pelayanan', 'notifikasi', 'sesi', 'chat', 'perangkat']",shoope sulit lihat tutorial youtube hubung langgan layan notifikasi sesi chat perangkat,-1,Outlier
sangat membantu untuk keperluan kebutuhan hidup dan lain lain tetapi beberapa kali pengajuan selalu ditolak tidak tahu kenapa jdinya saya kasih bintang 4 saja,4,2024-10-29 10:38:33,"['membantu', 'keperluan', 'kebutuhan', 'hidup', 'kali', 'pengajuan', 'ditolak', 'jdinya', 'kasih', 'bintang', '4']",bantu perlu butuh hidup kali aju tolak jdinya kasih bintang 4,-1,Outlier
